Kramer,63936
Mcbride,63899
Pope,63881
Lindsey,63760
Velazquez,63736
Norton,63722
Mccormick,63649
Sparks,63440
Flynn,63400
Yates,63254
Hogan,63085
Marsh,62304
Macias,62227
Villanueva,61883
Zamora,61729
Pratt,61671
Stokes,61639
Owen,61630
Ballard,61625
Lang,61529
Brock,61369
Villarreal,61355
Charles,61211
Drake,61162
Barrera,60998
Cain,60948
Patrick,60845
Pineda,60820
Burnett,60791
Mercado,60761
Santana,60667
Shepherd,60479
Bautista,60264
Ali,60002
Shaffer,59943
Lamb,59913
Trevino,59882
Mckenzie,59595
Hess,59486
Beil,59463
Olsen,59356
Cochran,59350
Morton,59213
Nash,58714
Wilkins,58634
Petersen,58480
Briggs,58408
Shah,58287
Roth,58278
Nicholson,58151
Holloway,58040
Lozano,57779
Rangel,57549
Flowers,57549
Hoover,57497
Short,57477
Arias,57477
Mora,57464
Valenzuela,57383
Bryan,57143
Meyers,57127
Weiss,57112
Underwood,57064
Bass,57044
Greer,57043
Summers,56953
Houston,56900
Carson,56872
Morrow,56840
Clayton,56638
Whitaker,56616
Decker,56576
Yoder,56410
Collier,56380
Zuniga,56347
Carey,56322
Wilcox,56286
Melendez,56230
Poole,56226
Roberson,56180
Larsen,55960
Conley,55917
Davenport,55895
Copeland,55850
Massey,55595
Lam,55554
Huff,55484
Rocha,55251
Cameron,55240
Jefferson,55179
Hood,55174
Monroe,55136
Anthony,55114
Pittman,55021
Huynh,54996
Randall,54764
Singleton,54621
Kirk,54394
Combs,54257
Mathis,54217
Christian,54198
Skinner,54046
Bradford,54015
Richard,53893
Galvan,53822
Wall,53794
Boone,53792
Kirby,53767
Wilkinson,53739
Bridges,53682
Bruce,53419
Atkinson,53376
Velez,53265
Meza,53230
Roy,53159
Vincent,53095
York,53059
Hodge,52920
Villa,52817
Abbott,52739
Allison,52701
Tapia,52651
Gates,52569
Chase,52481
Sosa,52457
Sweeney,52410
Farrell,52321
Wyatt,52211
Dalton,52184
Horn,52138
Barron,52070
Phelps,52044
Yu,52035
Dickerson,51889
Heath,51877
Foley,51865
Atkins,51671
Mathews,51592
Bonilla,51475
Acevedo,51351
Benitez,51288
Zavala,51153
Hensley,51081
Glenn,51043
Cisneros,50920
Harrell,50837
Shields,50832
Rubio,50788
Huffman,50786
Choi,50786
Boyer,50742
Garrison,50686
Arroyo,50614
Bond,50610
Kane,50584
Hancock,50558
Callahan,50524
Dillon,50465
Cline,50258
Wiggins,50247
Grimes,50245
Arellano,50104
Melton,50069
Oneill,50028
Savage,49914
Ho,49817
Beltran,49776
Pitts,49740
Parrish,49733
Ponce,49549
Rich,49481
Booth,49402
Koch,49395
Golden,49360
Ware,49316
Brennan,49238
Mcdowell,49217
Marks,49177
Cantu,49126
Humphrey,49056
Baxter,49033
Sawyer,49028
Clay,48844
Tanner,48813
Hutchinson,48781
Kaur,48753
Berg,48746
Wiley,48720
Gilmore,48719
Russo,48696
Villegas,48599
Hobbs,48522
Keith,48487
Wilkerson,48444
Ahmed,48319
Beard,48207
Mcclain,48165
Montes,48142
Mata,48120
Rosario,48051
Vang,48036
Walter,48024
Henson,48013
Oneal,47979
Mosley,47963
Mcclure,47742
Beasley,47693
Stephenson,47641
Snow,47528
Huerta,47455
Preston,47367
Vance,47324
Barry,47274
Johns,47246
Eaton,47184
Blackwell,47175
Dyer,47170
Prince,47168
Macdonald,46717
Solomon,46534
Guevara,46454
Stafford,46394
English,46393
Hurst,46244
Woodard,46240
Cortes,46229
Shannon,46147
Kemp,46146
Nolan,46054
Mccullough,45852
Merritt,45594
Murillo,45558
Moon,45528
Salgado,45469
Strong,45432
Kline,45390
Cordova,45305
Barajas,45153
Roach,45019
Rosas,44938
Winters,44914
Jacobson,44808
Lester,44784
Knox,44742
Bullock,44740
Kerr,44711
Leach,44581
Meadows,44500
Orr,44388
Davila,44388
Whitehead,44373
Pruitt,44365
Kent,44325
Conway,44320
Mckee,44137
Barr,44130
David,44040
Dejesus,44038
Marin,43904
Berger,43851
Mcintyre,43842
Blankenship,43830
Gaines,43821
Palacios,43798
Cuevas,43701
Bartlett,43648
Durham,43635
Dorsey,43631
Mccall,43483
Odonnell,43460
Stein,43389
Browning,43329
Stout,43305
Lowery,43278
Sloan,43261
Mclean,43260
Hendricks,43197
Calhoun,43180
Sexton,43133
Chung,43110
Gentry,43027
Hull,43018
Duarte,42983
Ellison,42827
Nielsen,42773
Gillespie,42693
Buck,42639
Middleton,42578
Sellers,42577
Leblanc,42575
Esparza,42559
Hardin,42469
Bradshaw,42465
Mcintosh,42379
Howe,42265
Livingston,42103
Frost,42015
Glass,41802
Morse,41774
Knapp,41771
Herman,41750
Stark,41735
Bravo,41700
Noble,41667
Spears,41665
Weeks,41565
Corona,41553
Frederick,41394
Buckley,41348
Mcfarland,41300
Hebert,41275
Enriquez,41271
Hickman,41163
Quintero,41158
Randolph,41129
Schaefer,41063
Walls,41025
Trejo,41021
House,41000
Reilly,40884
Pennington,40854
Michael,40736
Conrad,40707
Giles,40598
Benjamin,40590
Crosby,40563
Fitzpatrick,40449
Donovan,40410
Mays,40408
Mahoney,40397
Valentine,40395
Raymond,40275
Medrano,40261
Hahn,40250
Mcmillan,40237
Small,40212
Bentley,40193
Felix,40165
Peck,40055
Lucero,39986
Boyle,39921
Hanna,39890
Pace,39879
Rush,39802
Hurley,39796
Harding,39787
Mcconnell,39754
Bernal,39693
Nava,39670
Ayers,39623
Everett,39593
Ventura,39580
Avery,39564
Pugh,39559
Mayer,39555
Bender,39551
Shepard,39430
Mcmahon,39411
Landry,39391
Case,39319
Sampson,39277
Moses,39216
Magana,39105
Blackburn,39097
Dunlap,39063
Gould,38924
Duffy,38835
Vaughan,38830
Herring,38733
Mckay,38681
Espinosa,38667
Rivers,38662
Farley,38528
Bernard,38512
Ashley,38499
Friedman,38374
Potts,38277
Truong,38267
Costa,38265
Correa,38232
Blevins,38229
Nixon,38147
Clements,38044
Fry,38029
Delarosa,37932
Best,37923
Benton,37912
Lugo,37903
Portillo,37890
Dougherty,37884
Crane,37870
Haley,37858
Phan,37836
Villalobos,37754
Blanchard,37695
Horne,37689
Finley,37672
Quintana,37657
Lynn,37644
Esquivel,37578
Bean,37571
Dodson,37566
Mullen,37502
Xiong,37499
Hayden,37451
Cano,37368
Levy,37228
Huber,37170
Richmond,37053
Moyer,37050
Lim,37021
Frye,36973
Sheppard,36960
Mccarty,36944
Avalos,36922
Booker,36840
Waller,36805
Parra,36765
Woodward,36764
Jaramillo,36755
Krueger,36743
Rasmussen,36636
Brandt,36613
Peralta,36585
Donaldson,36558
Stuart,36540
Faulkner,36466
Maynard,36460
Galindo,36429
Coffey,36423
Estes,36318
Sanford,36312
Burch,36269
Maddox,36250
Vo,36236
Oconnell,36194
Vu,36179
Andersen,36150
Spence,36129
Mcpherson,36125
Church,36072
Schmitt,36043
Stanton,35997
Leal,35958
Cherry,35877
Compton,35830
Dudley,35781
Sierra,35770
Pollard,35749
Alfaro,35725
Hester,35642
Proctor,35636
Lu,35628
Hinton,35606
Novak,35461
Good,35446
Madden,35438
Mccann,35408
Terrell,35408
Jarvis,35350
Dickson,35312
Reyna,35291
Cantrell,35266
Mayo,35228
Branch,35225
Hendrix,35194
Rollins,35132
Rowland,35121
Whitney,35118
Duke,35053
Odom,35020
Daugherty,34987
Travis,34985
Tang,34961
Archer,34949
Haas,34918
Galloway,34909
Bray,34906
Nieves,34896
Petty,34882
Mcgrath,34871
Kaufman,34844
Holden,34824
Krause,34722
Baird,34721
Riggs,34506
Braun,34491
Werner,34488
Quinones,34468
Saldana,34434
Mercer,34431
Hatfield,34381
Mcneil,34368
Irwin,34297
Hooper,34247
Hays,34191
Joyce,34132
Mcknight,34055
Gamble,34005
Downs,33922
Pierre,33913
Haney,33898
Forbes,33813
Saenz,33787
Davies,33753
Vera,33674
Levine,33637
Mooney,33555
John,33543
Rosa,33521
Riddle,33507
Key,33501
Cho,33490
Kaiser,33480
Holder,33465
Bird,33457
Bonner,33446
Ferrell,33418
Cotton,33374
Dotson,33347
Mcgowan,33340
Barlow,33335
Shea,33329
Ewing,33314
Bright,33281
Becerra,33274
Lindsay,33255
Ritter,33252
Cooley,33231
Fritz,33224
Cooke,33223
Delaney,33218
Amaya,33218
Chaney,33201
Kidd,33186
Velasco,33078
Ngo,33005
Cheng,32982
Newell,32909
Frey,32904
Carney,32897
Barrios,32873
Bolton,32815
Holman,32788
Tovar,32760
Cardona,32727
Dailey,32719
Merrill,32620
Cowan,32586
Slater,32584
Albert,32507
Justice,32480
Osborn,32439
Carver,32415
Lancaster,32362
Goff,32298
Zapata,32274
Fulton,32258
Kang,32221
Sears,32206
Lehman,32180
Byers,32174
Snider,32148
Law,32122
Tan,32120
Lake,32104
Lutz,32050
Costello,32043
Gay,32025
Guthrie,31956
Gallardo,31909
Workman,31856
Mcfadden,31839
Blanco,31800
Gorman,31788
Katz,31780
Kuhn,31776
Noel,31768
Valle,31716
Marino,31687
Hong,31670
Springer,31643
Pickett,31611
Aguilera,31581
Witt,31575
Carrasco,31575
Donahue,31563
Kinney,31558
Donnelly,31505
Britt,31474
Craft,31452
Odell,31349
Daly,31330
Winter,31310
Abraham,31303
Baez,31298
Rodrigues,31280
Wooten,31249
Hartley,31221
Ng,31210
Kendall,31209
Cleveland,31123
Crowley,31098
Pearce,31060
Dillard,31021
Wilder,31018
Lange,30984
Shoemaker,30934
Flanagan,30887
Bruno,30883
Segura,30880
Beach,30867
Castellanos,30859
Tillman,30825
Alford,30771
Finch,30769
Mcleod,30769
